ID,Delivery_person_ID,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,City,Type_of_vehicle,Vehicle_condition,multiple_deliveries,Time_taken (min),city_code,order_date,order_time,pickup_time,order_hour,time_taken_min
0x60d9,CHENRES08DEL02,13.022394,80.242439,13.072394,80.292439,19-03-2022,17:40,17:55,Stormy,Medium,Metropolitian,motorcycle,1,1.0,27,CHEN,2022-03-19,17:40:00,17:55:00,17.0,27
0x4f1f,SURRES01DEL03,21.186438,72.794115,21.246438,72.854115,17-03-2022,21:35,21:50,Fog,Jam,Metropolitian,motorcycle,0,1.0,31,SUR,2022-03-17,21:35:00,21:50:00,21.0,31
0x2b80,INDORES20DEL01,22.732225,75.874765,22.842225,75.984765,16-03-2022,17:25,17:40,Stormy,Medium,Metropolitian,electric_scooter,2,1.0,19,INDO,2022-03-16,17:25:00,17:40:00,17.0,19
0xcb16,KNPRES17DEL01,26.483042,80.317833,26.493042,80.327833,17-02-2022,10:35,10:45,Sunny,Low,Metropolitian,motorcycle,0,1.0,24,KNP,2022-02-17,10:35:00,10:45:00,10.0,24
0xc4e7,KOLRES01DEL02,22.514688,88.393294,22.534688,88.413294,13-02-2022,08:35,08:45,Windy,Low,Urban,scooter,1,0.0,10,KOL,2022-02-13,08:35:00,08:45:00,8.0,10
0xb56d,COIMBRES07DEL01,10.96185,76.971082,11.03185,77.041082,10-03-2022,22:25,22:40,Sunny,Low,Metropolitian,electric_scooter,2,1.0,27,COIMB,2022-03-10,22:25:00,22:40:00,22.0,27
0xd0e4,KOLRES15DEL02,22.552672,88.352885,22.602672,88.402885,13-02-2022,23:20,23:25,Sandstorms,Low,Metropolitian,motorcycle,0,,24,KOL,2022-02-13,23:20:00,23:25:00,23.0,24
0x827c,BANGRES01DEL03,12.933284,77.615428,13.023284,77.705428,02-03-2022,21:10,21:25,Sandstorms,Jam,Metropolitian,motorcycle,0,1.0,29,BANG,2022-03-02,21:10:00,21:25:00,21.0,29
0x8a15,JAPRES17DEL03,26.892312,75.806896,26.952313,75.866896,15-03-2022,22:55,23:10,Windy,Low,Metropolitian,motorcycle,1,1.0,13,JAP,2022-03-15,22:55:00,23:10:00,22.0,13
0x4784,MUMRES010DEL03,19.003517,72.82765,19.093517,72.91765,08-03-2022,18:40,18:50,Fog,Medium,Urban,motorcycle,0,1.0,33,MUM,2022-03-08,18:40:00,18:50:00,18.0,33
0x7ed7,SURRES01DEL01,21.186438,72.794115,21.296438,72.904115,16-03-2022,17:55,0.75,Cloudy,Medium,Metropolitian,motorcycle,1,0.0,38,SUR,2022-03-16,17:55:00,,17.0,38
0x8ec3,BANGRES13DEL03,12.935662,77.61413,13.025662,77.70413,06-03-2022,20:45,20:50,Fog,Jam,Metropolitian,motorcycle,2,1.0,41,BANG,2022-03-06,20:45:00,20:50:00,20.0,41
0xdbdc,GOARES06DEL01,15.56155,73.749092,15.60155,73.789092,13-02-2022,12:20,12:30,Cloudy,High,Metropolitian,scooter,2,1.0,37,GOA,2022-02-13,12:20:00,12:30:00,12.0,37
0x3788,PUNERES02DEL03,18.55144,73.804855,18.58144,73.834855,05-04-2022,18:20,18:35,Sunny,Medium,Metropolitian,motorcycle,0,0.0,15,PUNE,2022-04-05,18:20:00,18:35:00,18.0,15
0x98b0,SURRES15DEL03,21.160522,72.771477,21.250522,72.861477,06-04-2022,20:15,20:30,Fog,Jam,Metropolitian,scooter,2,2.0,44,SUR,2022-04-06,20:15:00,20:30:00,20.0,44
0xa078,MYSRES01DEL03,12.311072,76.654878,12.401072,76.744878,12-03-2022,18:50,19:05,Windy,Medium,Metropolitian,scooter,2,1.0,29,MYS,2022-03-12,18:50:00,19:05:00,18.0,29
0xbddd,PUNERES010DEL03,18.539299,73.897902,18.599299,73.957902,13-03-2022,20:35,20:50,Stormy,Jam,Metropolitian,motorcycle,0,1.0,32,PUNE,2022-03-13,20:35:00,20:50:00,20.0,32
0x3555,HYDRES08DEL01,17.438263,78.397865,17.508263,78.467865,23-03-2022,17:40,17:50,Fog,Medium,Metropolitian,motorcycle,0,0.0,32,HYD,2022-03-23,17:40:00,17:50:00,17.0,32
0x9b82,PUNERES15DEL01,18.636215,73.751081,18.646215,73.761081,30-03-2022,09:25,09:35,Fog,Low,Metropolitian,motorcycle,0,0.0,22,PUNE,2022-03-30,09:25:00,09:35:00,9.0,22
0x52a7,BANGRES05DEL02,12.970324,77.645748,13.100324,77.775748,02-03-2022,18:55,19:10,Stormy,Medium,Metropolitian,scooter,2,1.0,22,BANG,2022-03-02,18:55:00,19:10:00,18.0,22
0x16cb,BANGRES11DEL02,12.934365,77.616155,13.064365,77.746155,20-03-2022,17:20,17:35,Sandstorms,Medium,Metropolitian,electric_scooter,2,1.0,22,BANG,2022-03-20,17:20:00,17:35:00,17.0,22
0x974c,BANGRES03DEL01,12.979166,77.640709,12.989166,77.650709,01-04-2022,10:35,10:40,Windy,Low,Metropolitian,motorcycle,1,1.0,17,BANG,2022-04-01,10:35:00,10:40:00,10.0,17
0x6ec3,VADRES010DEL03,22.310329,73.169083,22.370329,73.229083,26-03-2022,23:20,23:30,Fog,Low,Urban,scooter,1,1.0,18,VAD,2022-03-26,23:20:00,23:30:00,23.0,18
0x8603,JAPRES15DEL03,26.891191,75.802083,26.981191,75.892083,31-03-2022,22:25,22:40,Sunny,Low,Urban,motorcycle,0,0.0,26,JAP,2022-03-31,22:25:00,22:40:00,22.0,26
0x8099,HYDRES14DEL01,17.426228,78.407495,17.536228,78.517495,04-03-2022,17:15,17:20,Sandstorms,Medium,Metropolitian,motorcycle,1,0.0,29,HYD,2022-03-04,17:15:00,17:20:00,17.0,29
0x926f,SURRES05DEL01,21.175104,72.804342,21.245104,72.874342,14-03-2022,17:40,17:55,Stormy,Medium,Metropolitian,scooter,1,1.0,26,SUR,2022-03-14,17:40:00,17:55:00,17.0,26
0xde8b,KOLRES19DEL02,22.5491,88.400467,22.6791,88.530467,12-02-2022,19:50,0.833333333,Fog,Jam,Metropolitian,motorcycle,0,2.0,54,KOL,2022-02-12,19:50:00,,19.0,54
0xb943,HYDRES02DEL03,17.41233,78.449654,17.47233,78.509654,19-03-2022,21:45,21:55,Sunny,Jam,Metropolitian,motorcycle,1,1.0,24,HYD,2022-03-19,21:45:00,21:55:00,21.0,24
0x2861,BANGRES05DEL01,12.970324,77.645748,13.010324,77.685748,07-03-2022,14:25,14:40,Windy,High,Metropolitian,motorcycle,0,0.0,17,BANG,2022-03-07,14:25:00,14:40:00,14.0,17
0x77ef,INDORES17DEL01,22.761226,75.887522,22.771226,75.897522,03-03-2022,11:40,11:55,Cloudy,High,Metropolitian,motorcycle,0,1.0,21,INDO,2022-03-03,11:40:00,11:55:00,11.0,21
0xd55c,KOCRES07DEL03,9.985697,76.281128,10.045697,76.341128,17-02-2022,21:40,21:50,Sunny,Jam,Urban,motorcycle,2,0.0,18,KOC,2022-02-17,21:40:00,21:50:00,21.0,18
0x654d,RANCHIRES01DEL03,23.416792,85.316842,23.446792,85.346842,30-03-2022,19:40,19:55,Sunny,Jam,Metropolitian,motorcycle,0,1.0,46,RANCHI,2022-03-30,19:40:00,19:55:00,19.0,46
0x57af,JAPRES11DEL02,26.90294,75.793007,27.03294,75.923007,29-03-2022,17:45,17:55,Cloudy,Medium,Metropolitian,motorcycle,0,1.0,43,JAP,2022-03-29,17:45:00,17:55:00,17.0,43
0x2ef7,BANGRES18DEL02,12.913041,77.683237,13.043041,77.813237,14-03-2022,22:25,22:30,Sunny,Low,Urban,motorcycle,0,0.0,21,BANG,2022-03-14,22:25:00,22:30:00,22.0,21
0x5cb2,COIMBRES08DEL01,11.001852,76.976268,11.011852,76.986268,15-03-2022,11:50,11:55,Stormy,High,Metropolitian,motorcycle,0,0.0,38,COIMB,2022-03-15,11:50:00,11:55:00,11.0,38
0x2ec7,BANGRES07DEL02,12.978453,77.643685,12.998453,77.663685,30-03-2022,11:30,11:40,Sunny,High,Urban,motorcycle,2,0.0,18,BANG,2022-03-30,11:30:00,11:40:00,11.0,18
0x8931,INDORES19DEL01,22.745536,75.893106,22.855536,76.003106,02-03-2022,22:50,0.958333333,Cloudy,Low,Metropolitian,scooter,1,0.0,22,INDO,2022-03-02,22:50:00,,22.0,22
0x1fb2,INDORES14DEL02,22.761593,75.886362,22.841593,75.966362,14-03-2022,17:55,0.75,Sandstorms,Medium,Metropolitian,electric_scooter,2,1.0,24,INDO,2022-03-14,17:55:00,,17.0,24
0x63a0,MUMRES18DEL02,19.1093,72.825451,19.1293,72.845451,05-03-2022,08:15,08:25,Sandstorms,Low,Urban,scooter,1,1.0,13,MUM,2022-03-05,08:15:00,08:25:00,8.0,13
0xa5be,CHENRES19DEL01,12.986047,80.218114,13.026047,80.258114,13-03-2022,15:20,15:30,Fog,Medium,Urban,motorcycle,2,1.0,19,CHEN,2022-03-13,15:20:00,15:30:00,15.0,19
0x10ea,PUNERES12DEL03,18.520016,73.830547,18.610016,73.920547,12-03-2022,18:35,18:50,Stormy,Medium,Metropolitian,scooter,2,0.0,23,PUNE,2022-03-12,18:35:00,18:50:00,18.0,23
0xa35d,INDORES17DEL02,22.761226,75.887522,22.841226,75.967522,27-03-2022,23:35,23:45,Fog,Low,Metropolitian,motorcycle,0,1.0,21,INDO,2022-03-27,23:35:00,23:45:00,23.0,21
0xb21d,HYDRES05DEL01,17.433809,78.386744,17.443809,78.396744,24-03-2022,11:35,11:45,Stormy,High,Metropolitian,motorcycle,0,1.0,38,HYD,2022-03-24,11:35:00,11:45:00,11.0,38
0xa95c,SURRES19DEL01,21.149669,72.772629,21.159669,72.782629,03-04-2022,10:50,10:55,Windy,Low,Urban,scooter,1,1.0,25,SUR,2022-04-03,10:50:00,10:55:00,10.0,25
0xd1e8,ALHRES01DEL03,25.454648,81.834502,25.484648,81.864502,13-02-2022,17:10,17:25,Sandstorms,Medium,Metropolitian,scooter,1,1.0,28,ALH,2022-02-13,17:10:00,17:25:00,17.0,28
0xd186,ALHRES20DEL01,25.454697,81.834492,25.564697,81.944492,12-02-2022,17:45,17:55,Sandstorms,Medium,Metropolitian,scooter,1,1.0,26,ALH,2022-02-12,17:45:00,17:55:00,17.0,26
0x99f5,RANCHIRES04DEL02,23.359033,85.325347,23.379033,85.345347,05-04-2022,08:10,08:15,Windy,Low,Metropolitian,motorcycle,0,1.0,31,RANCHI,2022-04-05,08:10:00,08:15:00,8.0,31
0xd118,LUDHRES17DEL01,30.893384,75.821202,30.963384,75.891202,16-02-2022,18:20,18:30,Fog,Medium,Metropolitian,motorcycle,1,0.0,30,LUDH,2022-02-16,18:20:00,18:30:00,18.0,30
0x48d0,HYDRES07DEL02,17.424114,78.347554,17.474114,78.397554,13-03-2022,19:20,19:25,Windy,Jam,Metropolitian,scooter,1,1.0,25,HYD,2022-03-13,19:20:00,19:25:00,19.0,25
0x1c16,HYDRES07DEL03,17.424114,78.347554,17.484114,78.407554,05-03-2022,23:25,23:30,Fog,Low,Urban,motorcycle,0,1.0,27,HYD,2022-03-05,23:25:00,23:30:00,23.0,27
0xc179,KOCRES09DEL03,10.000706,76.349516,10.060706,76.409516,15-02-2022,21:15,21:25,Fog,Jam,Metropolitian,motorcycle,1,1.0,32,KOC,2022-02-15,21:15:00,21:25:00,21.0,32
0xb1a0,SURRES20DEL03,21.15276,72.778059,21.24276,72.868059,16-03-2022,21:25,21:35,Cloudy,Jam,Metropolitian,motorcycle,0,2.0,46,SUR,2022-03-16,21:25:00,21:35:00,21.0,46
0x39fb,JAPRES12DEL01,26.902908,75.792934,26.972908,75.862934,02-03-2022,17:25,17:30,Windy,Medium,Metropolitian,motorcycle,1,1.0,21,JAP,2022-03-02,17:25:00,17:30:00,17.0,21
0x34b4,MUMRES15DEL03,19.176269,72.836721,19.236269,72.896721,03-03-2022,19:40,19:55,Sandstorms,Jam,Urban,motorcycle,0,,30,MUM,2022-03-03,19:40:00,19:55:00,19.0,30
0x7a7a,BANGRES15DEL03,12.975377,77.696664,13.005377,77.726664,15-03-2022,21:15,21:20,Windy,Jam,Metropolitian,motorcycle,0,1.0,30,BANG,2022-03-15,21:15:00,21:20:00,21.0,30
0x68ca,COIMBRES07DEL01,10.96185,76.971082,11.00185,77.011082,28-03-2022,15:10,15:15,Sandstorms,Medium,Metropolitian,scooter,2,1.0,27,COIMB,2022-03-28,15:10:00,15:15:00,15.0,27
0x58cc,HYDRES18DEL03,17.450851,78.379347,17.510851,78.439347,30-03-2022,20:20,20:25,Sandstorms,Jam,Metropolitian,motorcycle,0,0.0,35,HYD,2022-03-30,20:20:00,20:25:00,20.0,35
0x2ee3,MYSRES13DEL03,12.310972,76.659264,12.370972,76.719264,24-03-2022,17:25,17:40,Sandstorms,Medium,Metropolitian,motorcycle,1,1.0,29,MYS,2022-03-24,17:25:00,17:40:00,17.0,29
0x6f5d,JAPRES11DEL02,26.90294,75.793007,26.98294,75.873007,12-03-2022,19:25,19:30,Stormy,Jam,Metropolitian,motorcycle,1,0.0,30,JAP,2022-03-12,19:25:00,19:30:00,19.0,30
0x5437,MYSRES16DEL02,12.316967,76.603067,12.336967,76.623067,24-03-2022,10:50,11:05,Fog,Low,Metropolitian,motorcycle,0,1.0,15,MYS,2022-03-24,10:50:00,11:05:00,10.0,15
0x9716,COIMBRES13DEL03,11.003669,76.976494,11.033669,77.006494,24-03-2022,17:35,17:45,Sunny,Medium,Metropolitian,scooter,1,1.0,14,COIMB,2022-03-24,17:35:00,17:45:00,17.0,14
0x8b24,PUNERES07DEL02,18.546947,73.900626,18.626947,73.980626,02-04-2022,20:45,20:55,Windy,Jam,Metropolitian,motorcycle,0,0.0,31,PUNE,2022-04-02,20:45:00,20:55:00,20.0,31
0x5c94,VADRES06DEL01,22.31279,73.170283,22.38279,73.240283,29-03-2022,23:45,23:55,Cloudy,Low,Metropolitian,motorcycle,0,0.0,43,VAD,2022-03-29,23:45:00,23:55:00,23.0,43
0x9213,BANGRES14DEL03,12.949934,77.699386,13.039934,77.789386,29-03-2022,23:50,23:55,Cloudy,Low,Urban,electric_scooter,2,1.0,25,BANG,2022-03-29,23:50:00,23:55:00,23.0,25
0xc21,JAPRES20DEL02,26.956431,75.776649,27.036431,75.856649,23-03-2022,20:40,20:50,Cloudy,Jam,Semi-Urban,motorcycle,0,1.0,48,JAP,2022-03-23,20:40:00,20:50:00,20.0,48
0xc46d,AURGRES15DEL01,19.878028,75.317475,19.888028,75.327475,15-02-2022,11:25,11:40,Sunny,High,Urban,motorcycle,2,1.0,18,AURG,2022-02-15,11:25:00,11:40:00,11.0,18
0xb85c,CHENRES03DEL01,13.091809,80.219104,13.101809,80.229104,05-04-2022,09:20,09:30,Sandstorms,Low,Metropolitian,motorcycle,1,1.0,28,CHEN,2022-04-05,09:20:00,09:30:00,9.0,28
0x978d,MUMRES010DEL03,19.003517,72.82765,19.093517,72.91765,06-04-2022,22:55,0.958333333,Windy,Low,Metropolitian,motorcycle,0,1.0,24,MUM,2022-04-06,22:55:00,,22.0,24
0x4788,RANCHIRES06DEL02,23.357804,85.325146,23.407804,85.375146,19-03-2022,21:30,21:40,Fog,Jam,Urban,motorcycle,1,1.0,32,RANCHI,2022-03-19,21:30:00,21:40:00,21.0,32
0x7158,INDORES010DEL01,22.75004,75.902847,22.86004,76.012847,27-03-2022,23:40,23:50,Fog,Low,Metropolitian,electric_scooter,2,1.0,22,INDO,2022-03-27,23:40:00,23:50:00,23.0,22
0xa6e7,INDORES16DEL01,22.744648,75.894377,22.754648,75.904377,09-03-2022,09:25,09:35,Windy,Low,Metropolitian,motorcycle,2,0.0,27,INDO,2022-03-09,09:25:00,09:35:00,9.0,27
0x89e3,PUNERES01DEL01,18.569156,73.774723,18.679156,73.884723,02-03-2022,17:10,17:25,Fog,Medium,Metropolitian,scooter,2,1.0,34,PUNE,2022-03-02,17:10:00,17:25:00,17.0,34
0xabb4,BANGRES03DEL01,12.979166,77.640709,12.989166,77.650709,03-04-2022,09:55,10:05,Fog,Low,Metropolitian,scooter,1,1.0,10,BANG,2022-04-03,09:55:00,10:05:00,9.0,10
0xcfe8,KOLRES05DEL02,22.527893,88.368628,22.657893,88.498628,16-02-2022,20:55,0.875,Stormy,Jam,Metropolitian,motorcycle,2,1.0,21,KOL,2022-02-16,20:55:00,,20.0,21
0xab8e,BANGRES08DEL02,12.906229,77.596791,13.036229,77.726791,25-03-2022,23:35,23:45,Windy,Low,Metropolitian,scooter,2,1.0,28,BANG,2022-03-25,23:35:00,23:45:00,23.0,28
0xa950,BANGRES010DEL02,12.933298,77.614293,12.983298,77.664293,05-04-2022,18:30,18:40,Sandstorms,Medium,Urban,motorcycle,0,0.0,22,BANG,2022-04-05,18:30:00,18:40:00,18.0,22
0x6766,RANCHIRES010DEL01,23.354422,85.3329,23.464422,85.4429,18-03-2022,23:50,23:55,Sandstorms,Low,Metropolitian,motorcycle,1,1.0,17,RANCHI,2022-03-18,23:50:00,23:55:00,23.0,17
0x17be,BANGRES16DEL01,13.029198,77.570997,13.139198,77.680997,18-03-2022,21:15,21:20,Sandstorms,Jam,Metropolitian,motorcycle,2,1.0,34,BANG,2022-03-18,21:15:00,21:20:00,21.0,34
0x3724,MYSRES13DEL02,12.310972,76.659264,12.360972,76.709264,09-03-2022,19:45,0.833333333,Sandstorms,Jam,Metropolitian,motorcycle,1,0.0,29,MYS,2022-03-09,19:45:00,,19.0,29
0xddc3,AURGRES12DEL03,19.879631,75.323403,19.909631,75.353403,13-02-2022,22:10,22:25,Windy,Low,Metropolitian,motorcycle,0,1.0,21,AURG,2022-02-13,22:10:00,22:25:00,22.0,21
0x7a7b,SURRES12DEL02,21.183434,72.814492,21.233434,72.864492,19-03-2022,17:15,17:20,Windy,Medium,Metropolitian,motorcycle,1,0.0,28,SUR,2022-03-19,17:15:00,17:20:00,17.0,28
0xe042,AURGRES08DEL02,19.876428,75.364792,19.896428,75.384792,15-02-2022,10:50,0.458333333,Sunny,Low,Metropolitian,motorcycle,1,1.0,17,AURG,2022-02-15,10:50:00,,10.0,17
0x56d9,MUMRES09DEL02,18.994049,72.825203,19.044049,72.875203,24-03-2022,21:35,21:45,Fog,Jam,Metropolitian,motorcycle,0,1.0,29,MUM,2022-03-24,21:35:00,21:45:00,21.0,29
0x1674,RANCHIRES19DEL03,23.333017,85.3172,23.423017,85.4072,20-03-2022,19:10,19:15,Sandstorms,Jam,Urban,motorcycle,2,2.0,41,RANCHI,2022-03-20,19:10:00,19:15:00,19.0,41
0x5494,PUNERES19DEL01,18.563934,73.915367,18.673935,74.025367,27-03-2022,20:40,20:55,Stormy,Jam,Metropolitian,scooter,2,1.0,21,PUNE,2022-03-27,20:40:00,20:55:00,20.0,21
0xb1aa,INDORES09DEL01,22.725835,75.887648,22.795835,75.957648,31-03-2022,21:15,21:25,Stormy,Jam,Metropolitian,motorcycle,1,1.0,36,INDO,2022-03-31,21:15:00,21:25:00,21.0,36
0x4065,PUNERES16DEL01,18.536718,73.830327,18.606718,73.900327,14-03-2022,18:25,18:35,Stormy,Medium,Metropolitian,scooter,2,0.0,33,PUNE,2022-03-14,18:25:00,18:35:00,18.0,33
0x1aa6,INDORES14DEL02,22.761593,75.886362,22.811593,75.936362,09-03-2022,19:40,19:45,Cloudy,Jam,Metropolitian,motorcycle,0,1.0,31,INDO,2022-03-09,19:40:00,19:45:00,19.0,31
0x71fa,PUNERES07DEL01,18.546947,73.900626,18.586947,73.940626,26-03-2022,15:50,15:55,Sunny,Medium,Metropolitian,motorcycle,0,1.0,27,PUNE,2022-03-26,15:50:00,15:55:00,15.0,27
0xdb41,LUDHRES20DEL01,30.885915,75.788259,30.955915,75.858259,14-02-2022,19:15,19:30,Cloudy,Jam,Urban,scooter,1,0.0,32,LUDH,2022-02-14,19:15:00,19:30:00,19.0,32
0x66b1,JAPRES07DEL03,26.766536,75.837333,26.906536,75.977333,25-03-2022,19:30,19:35,Windy,Jam,Metropolitian,motorcycle,0,1.0,26,JAP,2022-03-25,19:30:00,19:35:00,19.0,26
0x6c8e,MYSRES15DEL01,12.352058,76.60665,12.462058,76.71665,20-03-2022,21:10,21:20,Sandstorms,Jam,Metropolitian,motorcycle,0,1.0,37,MYS,2022-03-20,21:10:00,21:20:00,21.0,37
0x989d,RANCHIRES15DEL01,23.369746,85.33982,23.409746,85.37982,30-03-2022,12:30,12:40,Cloudy,High,Metropolitian,scooter,2,0.0,23,RANCHI,2022-03-30,12:30:00,12:40:00,12.0,23
0xcf53,AGRRES04DEL03,27.195928,77.998092,27.335928,78.138092,16-02-2022,21:25,21:30,Sunny,Jam,Metropolitian,motorcycle,0,0.0,22,AGR,2022-02-16,21:25:00,21:30:00,21.0,22
0x1da4,MYSRES05DEL02,12.323978,76.627961,12.453978,76.757961,08-03-2022,17:20,17:25,Stormy,Medium,Urban,motorcycle,0,1.0,35,MYS,2022-03-08,17:20:00,17:25:00,17.0,35
0x60e3,HYDRES20DEL03,17.483216,78.552111,17.513216,78.582111,03-03-2022,23:45,1,Sandstorms,Low,Metropolitian,scooter,2,1.0,27,HYD,2022-03-03,23:45:00,,23.0,27
0x902d,HYDRES06DEL03,17.455894,78.375467,17.515894,78.435467,21-03-2022,18:20,18:35,Windy,Medium,Metropolitian,motorcycle,1,0.0,28,HYD,2022-03-21,18:20:00,18:35:00,18.0,28
0x686b,MYSRES20DEL03,12.337978,76.616792,12.427978,76.706792,25-03-2022,18:15,18:30,Sunny,Medium,Metropolitian,motorcycle,0,1.0,20,MYS,2022-03-25,18:15:00,18:30:00,18.0,20
0x914,HYDRES18DEL02,17.450851,78.379347,17.500851,78.429347,03-04-2022,17:35,17:40,Fog,Medium,Metropolitian,scooter,1,0.0,19,HYD,2022-04-03,17:35:00,17:40:00,17.0,19
0xa12e,BANGRES13DEL03,12.935662,77.61413,12.965662,77.64413,03-03-2022,22:20,22:35,Sandstorms,Low,Metropolitian,motorcycle,0,1.0,18,BANG,2022-03-03,22:20:00,22:35:00,22.0,18
0x6a78,PUNERES09DEL02,18.536562,73.896485,18.616562,73.976485,25-03-2022,23:55,24:05:00,Sunny,Low,Metropolitian,scooter,1,1.0,43,PUNE,2022-03-25,23:55:00,,23.0,43
0xa5db,PUNERES19DEL01,18.563934,73.915367,18.673935,74.025367,20-03-2022,17:50,0.75,Fog,Medium,Urban,scooter,2,0.0,26,PUNE,2022-03-20,17:50:00,,17.0,26
0x5d40,SURRES010DEL02,21.17106,72.789292,21.30106,72.919292,02-04-2022,20:10,20:20,Cloudy,Jam,Metropolitian,motorcycle,1,2.0,36,SUR,2022-04-02,20:10:00,20:20:00,20.0,36
0x6b28,MYSRES05DEL02,12.323978,76.627961,12.453978,76.757961,12-03-2022,18:35,18:40,Sunny,Medium,Urban,scooter,1,0.0,12,MYS,2022-03-12,18:35:00,18:40:00,18.0,12
0xa954,VADRES20DEL03,22.311358,73.164798,22.401358,73.254798,12-03-2022,21:30,21:40,Fog,Jam,Metropolitian,motorcycle,2,2.0,42,VAD,2022-03-12,21:30:00,21:40:00,21.0,42
0x39d7,CHENRES08DEL02,13.022394,80.242439,13.072394,80.292439,03-04-2022,21:55,22:05,Windy,Jam,Metropolitian,scooter,2,0.0,33,CHEN,2022-04-03,21:55:00,22:05:00,21.0,33
0x726f,JAPRES04DEL01,26.902328,75.794257,26.972328,75.864257,18-03-2022,22:20,22:35,Sunny,Low,Metropolitian,scooter,2,0.0,26,JAP,2022-03-18,22:20:00,22:35:00,22.0,26
0x6d3a,SURRES16DEL01,21.160437,72.774209,21.230437,72.844209,25-03-2022,23:50,24:05:00,Sunny,Low,Metropolitian,scooter,1,1.0,39,SUR,2022-03-25,23:50:00,,23.0,39
0xd98d,DEHRES06DEL03,30.361281,78.068022,30.451281,78.158022,18-02-2022,19:50,20:05,Fog,Jam,Metropolitian,electric_scooter,2,2.0,39,DEH,2022-02-18,19:50:00,20:05:00,19.0,39
0x5c04,HYDRES04DEL01,17.411028,78.329645,17.521028,78.439645,04-04-2022,18:55,0.791666667,Windy,Medium,Metropolitian,scooter,2,0.0,21,HYD,2022-04-04,18:55:00,,18.0,21
0x49ec,MYSRES15DEL01,12.352058,76.60665,12.462058,76.71665,02-04-2022,20:35,20:40,Fog,Jam,Metropolitian,scooter,1,0.0,34,MYS,2022-04-02,20:35:00,20:40:00,20.0,34
0x5f02,BANGRES16DEL02,13.029198,77.570997,13.049198,77.590997,03-04-2022,09:10,09:15,Sandstorms,Low,Urban,scooter,2,1.0,20,BANG,2022-04-03,09:10:00,09:15:00,9.0,20
0x8463,CHENRES05DEL02,13.058616,80.264151,13.108616,80.314151,13-03-2022,19:50,19:55,Windy,Jam,Metropolitian,motorcycle,0,1.0,27,CHEN,2022-03-13,19:50:00,19:55:00,19.0,27
0x6f99,INDORES15DEL02,22.760072,75.892574,22.890072,76.022574,08-03-2022,20:35,20:45,Sandstorms,Jam,Metropolitian,motorcycle,0,1.0,29,INDO,2022-03-08,20:35:00,20:45:00,20.0,29
0x9c91,MUMRES05DEL02,18.927584,72.832585,18.977584,72.882585,28-03-2022,17:40,17:50,Sunny,Medium,Urban,motorcycle,0,1.0,29,MUM,2022-03-28,17:40:00,17:50:00,17.0,29
0xc88f,BHPRES010DEL03,23.266261,77.379605,23.296261,77.409605,15-02-2022,21:30,21:45,Cloudy,Jam,Metropolitian,motorcycle,0,1.0,26,BHP,2022-02-15,21:30:00,21:45:00,21.0,26
0xba74,CHENRES13DEL02,13.027018,80.254791,13.047018,80.274791,28-03-2022,10:45,10:55,Stormy,Low,Metropolitian,motorcycle,1,0.0,11,CHEN,2022-03-28,10:45:00,10:55:00,10.0,11
0x5895,JAPRES02DEL01,26.914142,75.805704,26.954142,75.845704,26-03-2022,12:40,12:50,Cloudy,High,Metropolitian,motorcycle,0,1.0,21,JAP,2022-03-26,12:40:00,12:50:00,12.0,21
0x9ee,SURRES20DEL03,21.15276,72.778059,21.24276,72.868059,14-03-2022,21:40,21:55,Cloudy,Jam,Metropolitian,motorcycle,1,,37,SUR,2022-03-14,21:40:00,21:55:00,21.0,37
0xb0cd,HYDRES07DEL02,17.424114,78.347554,17.474114,78.397554,07-03-2022,20:10,20:15,Fog,Jam,Metropolitian,motorcycle,1,1.0,30,HYD,2022-03-07,20:10:00,20:15:00,20.0,30
0x30e4,INDORES03DEL01,22.751857,75.866699,22.861857,75.976699,16-03-2022,20:50,0.875,Sunny,Jam,Metropolitian,motorcycle,1,1.0,23,INDO,2022-03-16,20:50:00,,20.0,23
0x1f78,HYDRES19DEL03,17.458998,78.500366,17.488998,78.530366,05-03-2022,17:30,17:40,Windy,Medium,Metropolitian,motorcycle,0,1.0,32,HYD,2022-03-05,17:30:00,17:40:00,17.0,32
0x8dd3,MYSRES04DEL02,12.3085,76.665808,12.3585,76.715808,01-04-2022,17:40,17:55,Sunny,Medium,Metropolitian,motorcycle,2,0.0,10,MYS,2022-04-01,17:40:00,17:55:00,17.0,10
0x47a1,CHENRES04DEL01,13.02978,80.208812,13.06978,80.248812,09-03-2022,15:30,15:45,Windy,Medium,Metropolitian,motorcycle,1,1.0,30,CHEN,2022-03-09,15:30:00,15:45:00,15.0,30
0x6031,HYDRES01DEL01,17.410371,78.437225,17.450371,78.477225,05-04-2022,14:50,0.625,Cloudy,High,Metropolitian,scooter,1,0.0,34,HYD,2022-04-05,14:50:00,,14.0,34
0xbff0,AGRRES17DEL01,27.157772,78.04725,27.167772,78.05725,17-02-2022,11:55,12:05,Sandstorms,High,Metropolitian,motorcycle,0,1.0,27,AGR,2022-02-17,11:55:00,12:05:00,11.0,27
